2018-05-28 17:20:52,722 INFO No Proxy
2018-05-28 17:28:35,125 INFO No Proxy
2018-05-28 17:28:53,831 INFO No Proxy
2018-05-28 17:28:53,831 INFO No Proxy
2018-05-28 17:29:50,593 INFO No Proxy
2018-05-28 17:29:50,593 INFO No Proxy
2018-05-28 17:29:50,593 INFO No Proxy
2018-05-28 17:29:50,693 ERROR UnicodeDecodeError
2018-05-28 17:29:50,693 ERROR UnicodeDecodeError
2018-05-28 17:29:50,693 ERROR UnicodeDecodeError
2018-05-28 17:30:57,383 INFO No Proxy
2018-05-28 17:30:57,383 INFO No Proxy
2018-05-28 17:30:57,383 INFO No Proxy
2018-05-28 17:30:57,383 INFO No Proxy
2018-05-28 17:31:15,312 INFO No Proxy
2018-05-28 17:31:15,312 INFO No Proxy
2018-05-28 17:31:15,312 INFO No Proxy
2018-05-28 17:31:15,312 INFO No Proxy
2018-05-28 17:31:15,312 INFO No Proxy
2018-05-28 17:31:42,763 INFO No Proxy
2018-05-28 17:31:42,763 INFO No Proxy
2018-05-28 17:31:42,763 INFO No Proxy
2018-05-28 17:31:42,763 INFO No Proxy
2018-05-28 17:31:42,763 INFO No Proxy
2018-05-28 17:31:42,763 INFO No Proxy
2018-05-28 17:32:39,482 INFO No Proxy
2018-05-28 17:32:39,482 INFO No Proxy
2018-05-28 17:32:39,482 INFO No Proxy
2018-05-28 17:32:39,482 INFO No Proxy
2018-05-28 17:32:39,482 INFO No Proxy
2018-05-28 17:32:39,482 INFO No Proxy
2018-05-28 17:32:39,482 INFO No Proxy
2018-05-28 17:33:27,087 INFO No Proxy
2018-05-28 17:33:27,087 INFO No Proxy
2018-05-28 17:33:27,087 INFO No Proxy
2018-05-28 17:33:27,087 INFO No Proxy
2018-05-28 17:33:27,087 INFO No Proxy
2018-05-28 17:33:27,087 INFO No Proxy
2018-05-28 17:33:27,087 INFO No Proxy
2018-05-28 17:33:27,087 INFO No Proxy
2018-05-28 17:33:39,469 INFO No Proxy
2018-05-28 17:33:39,469 INFO No Proxy
2018-05-28 17:33:39,469 INFO No Proxy
2018-05-28 17:33:39,469 INFO No Proxy
2018-05-28 17:33:39,469 INFO No Proxy
2018-05-28 17:33:39,469 INFO No Proxy
2018-05-28 17:33:39,469 INFO No Proxy
2018-05-28 17:33:39,469 INFO No Proxy
2018-05-28 17:33:39,469 INFO No Proxy
2018-05-28 17:37:47,477 INFO No Proxy
2018-05-28 17:37:47,477 INFO No Proxy
2018-05-28 17:37:47,477 INFO No Proxy
2018-05-28 17:37:47,477 INFO No Proxy
2018-05-28 17:37:47,477 INFO No Proxy
2018-05-28 17:37:47,477 INFO No Proxy
2018-05-28 17:37:47,477 INFO No Proxy
2018-05-28 17:37:47,477 INFO No Proxy
2018-05-28 17:37:47,477 INFO No Proxy
2018-05-28 17:37:47,477 INFO No Proxy
2018-05-28 17:40:34,191 ERROR urllib error
2018-05-28 17:40:34,191 ERROR urllib error
2018-05-28 17:40:34,191 ERROR urllib error
2018-05-28 17:40:34,191 ERROR urllib error
2018-05-28 17:40:34,191 ERROR urllib error
2018-05-28 17:40:34,191 ERROR urllib error
2018-05-28 17:40:34,191 ERROR urllib error
2018-05-28 17:40:34,191 ERROR urllib error
2018-05-28 17:40:34,191 ERROR urllib error
